180	o0001638	BUN2	BUN₂	o0001638	bun2	bun₂	_
181	o0000129		BUR	o0000129		bur	bur puru pur buru
182	o0000131	BUR2	BUR₂	o0000131	bur2	bur₂	bur₂ pul₂ bul₂ buru₂
184	o0002490		|UD.GIŠ%GIŠ.NUN|	o0002490		buranun	_
185	o0221913		|UD.NUN.GIŠ%GIŠ|	o0221913		buranunₓ	_
186	o0001078	BURU14	BURU₁₄	o0001078	buru14	buru₁₄	_
187			|ŠIR.BUR|	o0002165	buru4	buru₄	_
188	o0000130	BURU5	BURU₅	o0000130	buru5	buru₅	_
189	o0001838	TUL2	TUL₂	o0001838		burₓ	_
190	o0000132		DA	o0000132		da	_
191	o0000269		GAG	o0000269	da3	da₃	_
192	o0000584		URUDU	o0000584	da5	da₅	_
193	o0000546		TAG	o0000546	da6	da₆	_
194	o0000140		DIB	o0000140		dab	_
195	o0000289		KU	o0000289	dab5	dab₅	dab₅ daba₅ dib₂
196	o0000584		URUDU	o0000584	dab6	dab₆	_
197	o0001135		|EŠ₂.ŠE|	o0001135		dabin	_
200	o0001778	U8	U₈	o0001778		dabₓ	_
201			|UD.UD|	o0002512		dadag	_
202	o0000133		DAG	o0000133		dag	_
203	o0000565		UD	o0000565	dag2	dag₂	_
204	o0001363		KIB	o0032005	dag3	dag₃	_
205	o0001286		AMA	o0001286		dagal	dagal daŋal dagala
206	o0021192		KWU844	o0021192		dagₓ	_
207	o0002016		DAH	o0002016		dah	_
208	o0000514		RI	o0000514		dal	_
209	o0001500		|IGI.KAK|	o0001500	dala2	dala₂	dala₂ dalla₂
210	o0029097		IDIGNA	o0001993		dalla	_
211	o0000134		DAM	o0000134		dam	_
212	o0000270		KAL	o0000270		dan	_
213	o0001325		|GA₂×TAK₄|	o0001325	dan3	dan₃	dan₃ tan₃
214	o0002617		|UŠ×TAK₄|	o0002617	dan6	dan₆	dan₆ tan₆
215	o0001583		|KASKAL.BU|	o0001583		danna	danna dana
216	o0000135		DAR	o0000135		dar	_
217	o0000244		IB	o0000244	dara2	dara₂	_
218	o0000136	DAR3	DAR₃	o0000136	dara3	dara₃	dara₃ durah dar₃ tara₃ tarah
219	o0000137	DARA4	DARA₄	o0000137	dara4	dara₄	_
220	o0000139		DI	o0000139		de	_
221	o0000138	DE2	DE₂	o0000138	de2	de₂	_
222	o0000477		NE	o0000477	de3	de₃	_
223	o0000550		TE	o0000550	de4	de₄	_
224	o0000514		RI	o0000514	de5	de₅	_
225	o0000149		DU	o0000149	de6	de₆	de₆ di₆
226	o0000553		TI	o0000553	de9	de₉	_
227	o0000114		BAD	o0000153		dehi	dehi tehi
228	o0000139		DI	o0000139		di	_
229	o0000237		HI	o0027220	di2	di₂	_
230	o0000553		TI	o0000553	di3	di₃	_
231	o0000560		TUR	o0000560	di4	di₄	_
232	o0000140		DIB	o0000140		dib	dib deb dibi dip tib tip
233			|LAGAB×(DIŠ+(BAD&BAD))|			dibₓ	_
234	o0002636		|U₂.SA|	o0000921		dida	_
235	o0002612		|UŠ.SA|	o0000919	dida2	dida₂	_
236	o0000866		|AŠ.AŠ|	o0000866		didli	_
237	o0000571		UM	o0000571	dih2	dih₂	_
238	o0000482		NIM	o0000482	dih3	dih₃	dih₃ dehi₃ tehe₃ tehi₃ deh₃
239	o0000106	ASZ	AŠ	o0000106		dil	_
240	o0000106	ASZ	AŠ	o0000106		dili	_
241	o0000431	LISZ	LIŠ	o0000431	dili2	dili₂	dili₂ dilim₂
242	o0002076		DILMUN	o0002076		dilmun	_
243	o0000141		DIM	o0000141		dim	_
244	o0000143		GIM	o0000143	dim2	dim₂	dim₂ dem₂ dima₂
245	o0000440	DIM3	DIM₃	o0000440	dim3	dim₃	_
246	o0002231	BULUG3	BULUG₃	o0002231	dim4	dim₄	_
247	o0000144		DIN	o0000144		din	_
248	o0000099		AN	o0000099		dingir	dingir diŋir digir dingira
249	o0002337		DIR	o0002337		dir	_
250	o0002337		DIR	o0002337		diri	_
252	o0000149		DU	o0000149		du	_
253	o0000237		HI	o0000237	du10	du₁₀	du₁₀ #dub₃	du₁₀ #dug₃ dugu
254	o0000260		KA	o0000260	du11	du₁₁	du₁₁ dug₄ duga₄
255	o0000558		TUK	o0000558	du12	du₁₂	_
256	o0000556		TU	o0000556	du2	du₂	_
257	o0000269		GAG	o0000269	du3	du₃	_
258			|DUN₃@g@n|	o0000160	du5	du₅	du₅ dun₃ tun₃
259	o0000308	DU6	DU₆	o0000308	du6	du₆	du₆ dul₆ tul₅ til₂
260	o0002459		UL	o0002459	du7	du₇	_
261	o0000190		GAB	o0000157	du8	du₈	_
262	o0000153		DUB	o0000153		dub	dub tup duba dup tub dubu
263	o0000154	DUB2	DUB₂	o0000154	dub2	dub₂	dub₂ tup₂ duba₂ dup₂ tub₂ dubu₂
264	o0000237		HI	o0000237	dub3	dub₃	_
265	o0000155		DUG	o0000155		dug	_
266	o0000156		DUGUD	o0000156		dugud	dugud duguda
267	o0000190		GAB	o0000157		duh	_
268	o0002468		DUL	o0002468		dul	dul tul
269	o0000519	DUL3	DUL₃	o0000519	dul3	dul₃	_
270	o0000164	DUN4	DUN₄	o0000164	dul4	dul₄	dul₄ tul₆
271		TUG5	TUG₅	o0000557	dul5	dul₅	_
272	o0000578		UR@s	o0000578	dul9	dul₉	_
273	o0000576		UR	o0000576		dulₓ	_
274	o0000559		TUM	o0000559		dum	_
275	o0000560		TUR	o0000560		dumu	_
276	o0000158	SZUL	ŠUL	o0000158		dun	dun tun₄ duna
277	o0000164	DUN4	DUN₄	o0000164	dun4	dun₄	_
278	o0001431		DUR	o0001431		dur	_
279	o0002833	SZEN	ŠEN	o0002833	dur10	dur₁₀	_
280	o0000289		KU	o0000165	dur2	dur₂	dur₂ tur₇ duru₂
281	o0000831		|ANŠE.ARAD|	o0000831	dur3	dur₃	dur₃ duru₃
282	o0000158	SZUL	ŠUL	o0000158	dur9	dur₉	_
283	o0000087		A	o0000087	duru5	duru₅	duru₅ dur₅
284	o0001755		|KU.KU|	o0001755		durunₓ	_
285	o0001487	U3	U₃			duruₓ	_
286	o0000252	IL2	IL₂	o0000252		dusu	_
287	o0000833		|ANŠE.IGI.EŠ₂|	o0000833	dusu2	dusu₂	dusu₂ dusi₂
289	o0000160		KWU858			duₓ	_
290	o0000166		E	o0000166		e	e eki eg₂ ig₂ i₁₅
291	o0001850		|LAGAR@g.DU|	o0001850	e11	e₁₁	e₁₁ ed₃
292	o0000180	E2	E₂	o0000180	e2	e₂	e₂ a₁₄
293	o0002488		|UD.DU|	o0002488	e3	e₃	e₃ ed₂ i₁₀
294	o0000244		IB	o0000244		eb	_
295	o0000559		TUM	o0000559	eb2	eb₂	_
296	o0001074		|EN.TI|	o0001074		ebih	_
297	o0001129		|EŠ₂.MAH|	o0001129	ebih2	ebih₂	_
298	o0000112	A2	A₂	o0000112		ed	_
299	o0000167		EDIN	o0000167		edin	edin edina eden edena
300	o0000178	SZE3	ŠE₃	o0000178		egi	_
301	o0002300		|SAL.EŠ₂|	o0002300	egi2	egi₂	_
302	o0000168		EGIR	o0000168		egir	egir eŋir eŋer eŋera eger egera
303	o0000178	SZE3	ŠE₃	o0000178	egir2	egir₂	egir₂ eger₂
304	o0002300	EGI2	EGI₂	o0002300	egir3	egir₃	_
305	o0000528		MURGU	o0000461	egir5	egir₅	egir₅ eger₅
306	o0000528	SIG4	SIG₄	o0000528	egir6	egir₆	egir₆ eger₆
307	o0090339		KWU733	o0090339		egirₓ	_
308	o0001462		AH	o0001462		eh	_
309	o0000170		EL	o0000170		el	el il₅ ili₅ ele₂
310	o0001524		|IL×GAN₂@t|	o0001524	el4	el₄	_
311	o0000482		NIM	o0000482		elam	_
312	o0001464		BIR	o0001464	ellag2	ellag₂	ellag₂ ellaŋ₂
313	o0000254		IM	o0000254		em	_
314	o0001648		EME	o0001648		eme	_
315	o0002295		|SAL.ANŠE|	o0002295	eme3	eme₃	_
316	o0001286		AMA	o0001286	eme4	eme₄	_
317	o0002302		|SAL.HUB₂|	o0002302	eme5	eme₅	_
318	o0000837		|ANŠE.SAL|	o0000837	eme6	eme₆	_
319	o0002509		|UD.SAL.HUB₂|	o0002302		emerah	_
320	o0000173		EN	o0000173		en	en enu in₄ ena eni
321	o0002812	EN2	EN₂	o0002812	en2	en₂	_
322	o0000425		LI	o0000425	en3	en₃	_
323	o0000256		IN	o0000256	en6	en₆	_
324	o0002824	SZA	ŠA	o0002824	en8	en₈	_
325	o0000102		APIN	o0000102		engar	engar engara
326	o0001059		|EN.ME.GI|	o0001059		engiz	_
327	o0001051		|EN.GI|	o0001051		engizₓ	_
328	o0001814		ENGUR	o0001814		engur	engur angur
329	o0002659		|ZAG.HA|	o0002659		enku	enku enkud
330	o0001062		|EN.ME.LI|	o0001062		ensi	_
331	o0002206		|PA.TE.SI|	o0002206	ensi2	ensi₂	ensi₂ ensik
332	o0001082		|(EN×ME).LI|	o0001083	ensi3	ensi₃	_
333	o0000244		IB	o0000244		ep	_
334	o0000527		SIG	o0000527		epig	_
335	o0000155		DUG	o0000155		epir	epir ebir
336	o0000122		BI	o0000122	epir2	epir₂	_
337	o0000246		IG	o0000246		eq	_
338	o0000257		IR	o0000257		er	_
339	o0000843	ARAD2	ARAD₂	o0000843	er11	er₁₁	_
340	o0000685		|A.IGI|	o0000685	er2	er₂	er₂ ir₂ era₂ ira₂
341	o0000103		ARAD	o0000103	er3	er₃	_
342	o0000215	GIR3	GIR₃	o0000215	er9	er₉	er₉ ir₉
343	o0000089		UNUG	o0000089	eri11	eri₁₁	_
344	o0000488		NUN	o0000488		eridu	_
345	o0002066		|NE.RU|	o0002066	erim2	erim₂	erim₂ erima₂ erin₇
346	o0001326	ERIM4	ERIM₄	o0001326	erim4	erim₄	erim₄ erin₄
347	o0000174		EREN	o0000174		erin	erin eren
348	o0000175		ERIM	o0000175	erin2	erin₂	erin₂ eren₂ erena₂ erina₂ erem erim
349	o0000304		KWU896	o0000304		erinₓ	_
350	o0002323		NIN	o0002323	erisz	eriš	eriš ereš
351	o0000470		NAGA	o0000470	erisz2	eriš₂	_
352	o0000217	GISZ	GIŠ	o0000217		es	_
354	o0000259	ISZ	IŠ	o0002471	es2	es₂	_
355	o0000088		AB	o0000088	es3	es₃	_
356	o0000270		KAL	o0000270		esi	_
357			|LAGAB.KUL|	o0000700		esir	esir ešer
358	o0001821	ESIR2	ESIR₂	o0001821	esir2	esir₂	_
359	o0002471	ESZ	EŠ	o0002471	esz	eš	_
360			|GE₂₃(AŠ)|	o0223363	esz18	eš₁₈	_
361	o0000178	SZE3	ŠE₃	o0000178	esz2	eš₂	_
362	o0000088		AB	o0000088	esz3	eš₃	_
363	o0000145	DISZ	DIŠ	o0000145	esz4	eš₄	_
364	o0000986	ESZ5	EŠ₅	o0000986	esz5	eš₅	_
365	o0000275		KASKAL	o0000275	esz8	eš₈	_
366	o0000735		|A.ŠE.NUN&NUN|	o0000735	esza	eša	_
367	o0000986	ESZ5	EŠ₅	o0000986	esza5	eša₅	_
369	o0000222	GU4	GU₄	o0000222	esztub	eštub	_
370	o0000217	GISZ	GIŠ	o0000217		ez	_
371	o0000177		EZEN	o0000177		ezem	ezem ezen izun ezema ezena ezin izen izim izin esen esin
372	o0000187		GA	o0000187		ga	_
373	o0000206	GA2	GA₂	o0000206	ga2	ga₂	ga₂ ŋa₂ ma₃
374	o0000995	GAN3	GAN₃	o0000199	ga3	ga₃	_
375	o0000252	IL2	IL₂	o0000252	ga6	ga₆	_
376	o0000190		GAB	o0000190		gab	_
377	o0000263		KAB	o0000263	gab2	gab₂	_
378	o0001611		NAG	o0001611	gab3	gab₃	_
379	o0000190		GAB	o0000190		gaba	_
380	o0002174		|PA.DAG.(KISIM₅×KAK)|	o0002174		gabar	gabar kabar kapar
381	o0000193		GAD	o0000193		gada	_
382	o0000269		GAG	o0000269		gag	_
383	o0000194		GAL	o0000194		gal	_
384	o0000246		IG	o0000246	gal2	gal₂	gal₂ ŋal₂ gala₇ gagal
385	o0000522		MUNUS	o0000522	gal4	gal₄	gal₄ kal₄
386	o0000550		TE	o0000550	gal5	gal₅	gal₅ galla₊(TE)
387	o0002610		|UŠ.KU|	o0002610		gala	_
388	o0000195		GALAM	o0000195		galam	_
389	o0000196		GAM	o0000196		gam	_
390	o0001453		KAM	o0001453	gam2	gam₂	_
391	o0000273	GAM3	GAM₃	o0000273	gam3	gam₃	gam₃ kam₄
392	o0000982		|DIN.ŠE.NUN&NUN|	o0000982		gamun	_
393	o0002726		TIR	o0002726	gamun2	gamun₂	_
394	o0000197		GAN	o0000197		gan	gan kan gana kana gam₄
395	o0000199	GAN2	GAN₂	o0000199	gan2	gan₂	gan₂ gana₂ kana₂
396	o0001709		|KI.LAM|	o0001709		ganba	_
397	o0001320		GANUN	o0001320		ganun	ganun ŋanun
398	o0000202	NIG2	NIG₂	o0000202		gar	gar ŋar
399	o0000204	GAR3	GAR₃	o0000204	gar3	gar₃	gar₃ gara₃ kar₃
400	o0000222	GU4	GU₄	o0000222	gar4	gar₄	gar₄ gara₄
401	o0000443	GUG2	GUG₂	o0000443	gar5	gar₅	_
402	o0000528	SIG4	SIG₄	o0000528	gar8	gar₈	gar₈ ŋar₈
403	o0000188	GAR2	GAR₂	o0000188	gara2	gara₂	_
404		ZUM2	ZUM₂	o0000393	garig2	garig���	_
405	o0002677		|ZUM.SI|			garigₓ	_
406	o0002171		|PA.AN|	o0002171		garza	garza ŋarza ŋarzu garzu
407	o0002136		|NUN.ME.TAG|	o0002136	gaszam	gašam	_
408	o0002010		|ME.NUN.TAG|	o0002010		gašamₓ	_
409	o0001424		GAZ	o0001424		gaz	_
410	o0221935		|GA₂×AŠ₂|	o0001329		gazi	_
411	o0000225		KUM	o0000225		gazₓ	_
412	o0000210		GI	o0000210		ge	_
413	o0000281		KID	o0000281	ge2	ge₂	_
414	o0000206	GA2	GA₂	o0000206	ge26	ge₂₆	ge₂₆ ŋe₂₆
415	o0000219	GI4	GI₄	o0000219	ge4	ge₄	_
416	o0000279		KI	o0000279	ge5	ge₅	_
417	o0000455		MI	o0000455	ge6	ge₆	ge₆ ŋi₆ gig₂ gigi₂ kukku₅ kuku₅ gi₆ ŋe₆
418	o0000477		NE	o0000477	ge9	ge₉	_
419	o0002304	GEME2	GEME₂	o0002304	geme2	geme₂	_
420	o0000149		DU	o0000149		gen	gen ŋen gin kin₇ gina₊(DU)
421	o0000294		KUR	o0000294	gen3	gen₃	_
424	o0000595	USZ	UŠ	o0000595	gesz3	geš₃	_
425	o0002799		|ŠU.PAP.PAP|	o0002799	geszba2	gešba₂	_
426	o0001687		|KI.BI.GAR|	o0001687	geszbun	gešbun	gešbun ŋešbun ŋišbun gišbun gizbun
427	o0001690		|KI.BI|	o0001690	geszbun2	gešbun₂	_
428	o0002572	GISZGAL	GIŠGAL		geszgal	gešgal	_
429	o0002829	SA6	SA₆	o0002829	geszimmar	gešimmar	gešimmar ŋešnimbar ŋišnimbar ŋešimmar ŋišimmar gišimmar
430			|IGI.DUB|	o0001489	geszkim	geškim	_
431	o0000208	GESZTIN	GEŠTIN	o0000208	gesztin	geštin	geštin ŋeštin ŋeština geština
432	o0000502		PI	o0000502	gesztu	geštu	geštu ŋeštug geštug ŋištug gištug ŋeštu ŋištu gištu
433	o0001401		|GIŠ.TUG₂.PI|	o0001401	gesztu2	geštu₂	geštu₂ ŋeštug₂ geštug₂ ŋištug₂ gištug₂ ŋeštu₂ ŋištu₂ gištu₂
434	o0001387		|GIŠ.PI.TUG₂|	o0001387	gesztu3	geštu₃	geštu₃ ŋeštug₃ geštug₃ ŋištug₃ gištug₃ ŋeštu₃ ŋištu₃ gištu₃
435	o0002615		|UŠ×KUR|	o0002615		gešₓ	_
436	o0000210		GI	o0000210		gi	_
437	o0000143		GIM	o0000143	gi18	gi₁₈	_
438	o0000219	GI4	GI₄	o0000219	gi4	gi₄	_
439	o0000279		KI	o0000279	gi5	gi₅	_
440	o0000178	SZE3	ŠE₃	o0000178	gi7	gi₇	gi₇ ŋir₁₅ ŋi₇ ŋer₁₅ ŋe₇ gir₁₅ ger₁₅ ge₇
441	o0000247		IGI	o0000247	gi8	gi₈	_
442	o0000478	BIL2	BIL₂	o0000478		gibil	gibil gibila
443	o0002813	GIBIL2	GIBIL₂	o0002813	gibil2	gibil₂	gibil₂ gibir kibir₂
444	o0000477		NE	o0000477	gibil4	gibil₄	gibil₄ gir₁₀
445	o0002065		|NE.GI|	o0002065	gibil6	gibil₆	_
446	o0000124		BU	o0000124	gid2	gid₂	gid₂ gida₂ gidi₃ git₂ kid₁₀ kit₁₀
447	o0000211		GIDIM	o0000211		gidim	gidim gedim kitim
448	o0000497		PA	o0000497		gidri	gidri ŋidru mudru ŋidri ŋedru gidru
449	o0000212		GIG	o0000212		gig	gig kiŋ kik
450	o0001804		GIGIR	o0001804		gigir	gigir gigira
451	o0001838	TUL2	TUL₂	o0001838	gigir2	gigir₂	_
452	o0001335		GIL	o0001335		gil	gil gilim kilim₂ gib gillim gi₁₆
453	o0001380		|GIŠ.NE.GA.MES|	o0001380	gilgames3	gilgames₃	_
455	o0221900		|GIŠ.NE@s.GA.MES|			gilgamesₓ	_
456	o0000161	GIN2	GIN₂	o0000161	gin2	gin₂	gin₂ giŋ₄ gina₂ gim₂ ge₁₁ gi₁₁ gig₄
457	o0000294		KUR	o0000294	gin3	gin₃	_
458	o0000143		GIM	o0000143	gin7	gin₇	_
459	o0000233		GIR	o0000233		gir	_
