o0000106	1		AŠ
o0000236	2		HAL
o0000458	3		MUG
o0000113	4		BA
o0000614	5		ZU
o0000531	6		SU
o0002833	7		ŠEN
o0000118	8		BAL
o0000213	9		GIR₂
o0000131	10		BUR₂
o0000548	11		TAR
o0000099	12		AN
o0000829	13		|AN.ŠEŠ.KI|
o0000798	14		|AN.A.LAGAB×HAL|
o0000260	15		KA
o0001675	16		|KA×ŠID|
o0001676	17		|KA×ŠU|
o0001622	17^a		|KA×EŠ₂|
o0001626	17^b		|KA×GAN₂@t|
o0001818	18		|LAGAB×IM|
o0001648	19		|KA×ME|
o0001622	20		|KA×EŠ₂|
o0001611	21		|KA×A|
o0000582	22		URU
o0002539	22a		|URU.ME.U.U.U|
o0002561	23a		|URU×GAN₂@t|
o0002564	23b		|URU×GU|
o0002577	23		|URU×UD|
o0002572	24		|URU×MIN|
o0000595	25		UŠ
o0000843	25a		|ARAD×KUR|
o0002848	26		ŠUBUR
o0000305	27		LA
o0000102	28		APIN
o0000446	29		MAH
o0000556	30		TU
o0000551	30a		TE@g
o0000425	31		LI
o0000500	32		PAP
o0002222	33		|PAP.HAL|
o0002231	34		|PAP.PAP|
o0000457	35		MU
o0000530	36		SILA₃
o0000265	37		KAD₂
o0000266	38		KAD₃
o0001335	39		|GI%GI|
o0000547	40		TAK₄
o0000516	41		RU
o0000114	42		BAD
o0000469	43		NA
o0002840	44		ŠIR
o0000291	45		KUL
o0000553	46		TI
o0000449	47		MAŠ
o0000120	48		BAR
o0000487	49		NU
o0000451	50		MAŠ₂
o0000293	51		KUN
o0000239	52		HU
o0001470	53		|HU.SI|
o0000474	54		NAM
o0000130	54a		BURU₅
o0000246	55		IG
o0001466	56		|HU.HI|
o0001469	57		|HU.NA₂|
o0000534	58		SUD₂
o0000609	59		ZI
o0000210	60		GI
o0000514	61		RI
o0000466	62		MUŠ₃
o0000488	63		NUN
o0002125	63a		|NUN.LAGAR|
o0000263	64		KAB
o0000240	65		HUB₂
o0001477	66		|HUB₂×UD|
o0000193	67		GAD
o0000141	68		DIM
o0000978	69		|DIM×ŠE|
o0000093	70		AK
o0000173	71		EN
o0000136	72		DARA₃
o0000539	73		SUR
o0000467	74		MUŠ₃@g
o0000466	75		MUŠ₃
o0000517	76		SA
o0000199	77		GAN₂
o0000201	78		GAN₂@t
o0000230	79		GU₂
o0022958	80		|GU₂.KAK|
o0001427	81		|GU₂.UN|
o0002407	82		|TA×HI|
o0000135	83		DAR
o0000226	84		GUR
o0000525	85		SI
o0000526	86		SI@g
o0000518	87		SAG
o0000452	88		MA₂
o0000452	88a		UZ₃
o0002337	89		|SI.A|
o0000544	90		TAB
o0000034	91		4(AŠ)
o0000546	92		TAG
o0000088	93		AB
o0000796	94		|AN&AN|
o0000642	95		|3×AN|
o0002244	96		|PIRIG×UD|
o0002245	97		|PIRIG×ZA|
o0000584	98		URUDA
o0000277	99		KA₂
o0000571	100		UM
o0000153	101		DUB
o0000541	102		TA
o0000242	103		I
o0001478	104		|I.A|
o0000197	105		GAN
o0000272	106		KAM₂
o0000560	107		TUR
o0000092	108		AD
o0000608	109		ZE₂
