LAK045	o0000897	1651	|BAD×DIŠ@t|	U+12483	
LAK046a	o0025810	10132	LAK046a		
LAK046	o0000193	4735	GAD	U+120F0	
LAK046@v	o0018556	10131	LAK046@v		
LAK047	o0000539	17905	SUR	U+122E9	
LAK048	o0000458	11990	MUG	U+1222E	
LAK049	o0023005	16299	|SAL×KUR|		
LAK050	o0000390	10137	LAK50	U+124D9	
LAK051	o0031506	10138	LAK051	U+124DA	
LAK052	o0000131	2522	BUR₂	U+12054	
LAK053	o0000141	2939	DIM	U+12074	
LAK054	o0000976	2941	|DIM×IGI|	U+1248A	
LAK055	o0000978	2946	|DIM×ŠE|	U+12075	
LAK056	o0000142	2948	DIM@g		
LAK057	o0000446	11600	MAH	U+12224	
LAK058	o0000595	22470	UŠ	U+12351	
LAK059	o0000843	1293	|ARAD×KUR|	U+12035	
LAK060	o0002617	22484	|UŠ×TAK₄|	U+12355	
LAK061	o0025727	10149	LAK061		
LAK062	o0018530	1421	|AŠ.GAN|	U+124DB	
LAK063b	o0001993	11671	|MAŠ.GU₂.GAR₃|	x12226.x12118.x120FC	
LAK063	o0001425	6006	|GU₂.GAR₃|	x12118.x120FC	
LAK064	o0000239	6762	HU	U+12137	
LAK065	o0001466	6764	|HU.HI|	x12137.x1212D	
LAK066	o0001470	6769	|HU.SI|	x12137.x122DB	
LAK067			Sequence u₅-a.
LAK068	o0001469	6768	|HU.NA₂|	x12137.x1223F	
LAK069	o0027540	6771	HU@g		
LAK070	o0002714	18595	|ŠE.HU|	U+122BB	
LAK071	o0000474	13230	NAM	U+12246	
LAK072b	o0025788	2563	|BURU₅×AMAR@t|		
LAK072	o0000130	2561	BURU₅	U+12245	
LAK073	o0027589	1427	|AŠ×AŠ@t|		
LAK074	o0000534	17742	SUD₂	U+122E5	
LAK075	o0000514	15420	RI	U+12291	
LAK076	o0000488	13827	NUN	U+12263	
LAK077	o0021460	10167	LAK077		
LAK078	o0002125	13836	|NUN.LAGAR|	x12263.x121EC	
LAK079a	o0025789	10171	|(LAK079&LAK079)@g|	U+124DC	
LAK079	o0025793	10169	LAK079		
LAK080	o0000418	10174	LAK80	U+124DD	
LAK081a	o0001886	10177	|LAK81&LAK81|	U+124DE	
LAK081	o0027563	10176	LAK81		
LAK082	o0000246	7310	IG	U+12145	
LAK083	o0000525	16477	SI	U+122DB	
LAK084	o0002337	16478	|SI.A|	x122DB.x12000	
LAK085	o0002365	16486	|SI×TAK₄|	U+12538	
LAK086	o0000526	16487	SI@g	U+122DC	
LAK087	o0000093	977	AK	U+1201D	
LAK088	o0000226	6203	GUR	U+12125	
LAK089	o0000199	4893	GAN₂	U+120F7	
LAK090	o0000544	19486	TAB	U+122F0	
LAK091	o0000034	24016	4(AŠ)	U+12402	
LAK092	o0000421	10190	LAK92	U+124DF	
LAK093	o0000310	10191	LAK093		
LAK094	o0000426	11245	LIL	U+121F8	
LAK095	o0000483	13552	NINDA₂	U+12252	
LAK096	o0002110	13582	|NINDA₂×KUL|		
LAK097	o0002098	13566	|NINDA₂×DIM@g|	U+12522	
LAK098	o0002106	13583	|NINDA₂×LAK50|	U+12527	
LAK099	o0028039	13562	|NINDA₂×AŠ@c|		
LAK100	o0027636	13632	|NINDA₂×3(AŠ@c)|		
LAK101	o0027634	13589	|NINDA₂×NIGIDAMIN@c|		
LAK102	o0028041	13621	|NINDA₂×U@c|		
LAK103	o0027882	13622	|NINDA₂×(U@c.U@c)|		
LAK104	o0002102	13577	|NINDA₂×GUD|	U+12256	
LAK105	o0002118	13594	|NINDA₂×ŠE|	U+1225A	
LAK106	o0223482	13603	|NINDA₂×(ŠE.AŠ@c)|	U+12598	
LAK107	o0223483	13604	|NINDA₂×(ŠE.AŠ@c.AŠ@c)|	U+12599	
LAK108	o0002118	13594	|NINDA₂×ŠE|	U+1225A	
LAK109	o0002109	13588	|NINDA₂×NE|	U+12258	
LAK110	o0002107	13584	|NINDA₂×MAŠ|	U+12528	
LAK111	o0002112	13626	|NINDA₂×URUDA|	U+1252C	
LAK112	o0002103	13578	|NINDA₂×GUL|	U+12524	
LAK113	o0002086	13592	|NINDA₂×(PAP.PAP)|	U+12529	
LAK114	o0002104	13579	|NINDA₂×HI|	U+12525	
LAK115	o0002105	13581	|NINDA₂×KEŠ₂|	U+12526	
LAK116	o0002101	13575	|NINDA₂×GIŠ|	U+12523	
LAK117	o0000618	23921	ZU₅	U+1236B	
LAK118	o0002679	23924	|ZU₅×(DIŠ@t.DIŠ@t.DIŠ@t)|	U+12543	
LAK119	o0000190	4712	GABA	U+120EE	
LAK120	o0000312	10218	LAK120		
LAK121	o0000497	13956	PA	U+1227A	
LAK122	o0002123	13858	|NUN&NUN|	U+1226A	
LAK123	o0000222	6062	GUD	U+1211E	
LAK124	o0001422	6077	|GUD×KUR|	U+12120	
LAK125	o0000580	22246	URI@n		
LAK126	o0000448	11648	MAR	U+12225	
LAK127	o0000454	11818	MES	U+12229	
LAK128	o0000102	1268	APIN	U+12033	
LAK129	o0002193	13991	|PA.IB|	x1227A.x12141	
LAK130	o0000314	10228	LAK130	U+124E0	
LAK131	o0018859	1776	|BAR×TAB|		
LAK132	o0000315	10230	LAK132		
LAK133	o0000859	1433	|AŠ&AŠ&AŠ|	U+1203C	
LAK134	o0000061	24031	6(AŠ~a)	U+12440	
LAK135	o0000242	7228	I	U+1213F	
LAK136	o0000166	3335	E	U+1208A	
LAK137	o0001123	3350	|E×PAP|	U+1208B	
LAK138	o0000095	1059	ALAN	U+12029	
LAK139	o0002845	19055	ŠU	U+122D7	
LAK140	o0000112	169	A₂	U+12009	
LAK141	o0025818	10239	LAK141		
LAK141	o0031747	19109	|ŠU×ŠE|		
LAK142	o0000316	10240	LAK142	U+124E1	
LAK143	o0000132	2594	DA	U+12055	
LAK144	o0000112	169	A₂	U+12009	
LAK145	o0000971	2597	|DA×TAK₄|	U+12488	
LAK146	o0002845	19055	ŠU	U+122D7	
LAK147	o0000263	7998	KAB	U+1218F	
LAK148	o0000477	13291	NE	U+12248	
LAK149	o0022992	13305	|NE×PAP|		
LAK150	o0027632	13304	|NE×KASKAL|		
LAK151	o0000317	10249	LAK151		
LAK152	o0000599	20155	U₂	U+12311	
LAK153	o0000121	1789	BARA₂	U+12048	
LAK154	o0000162	3255	DUN₃@g@g	U+12087	
LAK155	o0000573	22076	UMUM	U+12323	
LAK156b	o0000138	2794	DE₂	U+12324	
LAK156	o0002530	22081	|UMUM×PA|	U+12325	
LAK157	o0000462	12095	MURUB₄	U+12318	
LAK157	o0038409	21816	UD@g	U+12319	
LAK158	o0027570	12096	MURUB₄@g	U+F0058	
LAK159	o0000485	13720	NISAG	U+12260	
LAK160	o0000204	4971	GAR₃	U+120FC	
LAK161	o0000204	4971	GAR₃	U+120FC	
LAK162a	o0000110	1464	AŠ₂	U+1203E	
LAK162b	o0000612	23893	ZIZ₂	U+12369	
LAK163	o0000259	7695	IŠ	U+12156	
LAK164	o0000194	4800	GAL	U+120F2	
LAK165	o0000434	11466	LUGAL	U+12217	
LAK166	o0000435	11476	LUGAL@s	U+1221A	
LAK167	o0000248	7371	IGI@g	U+1214A	
LAK168	o0000436	11491	LUH	U+1221B	
LAK169	o0000129	2514	BUR	U+12053	
LAK170	o0002824	18275	ŠA	U+122AD	
LAK171	o0000267	8017	KAD₄	U+12192	
LAK171@s	o0000318	10272	LAK171@s		
LAK172	o0000252	7411	IL₂	U+1214D	
LAK173	o0000268	8021	KAD₅	U+12193	
LAK173	o0000319	10274	LAK173	U+12193	
LAK174	o0000282	8442	KIN	U+121A5	
LAK175	o0000523	16346	SANGA₂	U+122AB	
LAK176	o0000579	22245	URI	U+12335	
LAK177	o0000166	3335	E	U+1208A	
LAK178	o0223363	1457	AŠ@t	U+12039	
LAK179			Sequence AŠ@t-DAR
LAK180	o0000196	4864	GAM	U+120F5	
LAK181	o0000548	19584	TAR	U+122FB	
LAK182	o0000539	17905	SUR	U+122E9	
LAK183	o0000241	6803	HUL₂	U+1213E	
LAK184	o0027610	6804	|HUL₂×X|		
LAK185	o0000010	24086	2(AŠ@t)	U+1244A	
LAK186	o0000179	4330	EŠ₂@t		
LAK186	o0000201	4901	GAN₂@t	U+120F8	
LAK187	o0002832	18731	ŠEG₉	U+122BE	
LAK188	o0000528	16539	SIG₄	U+122DE	
LAK189	o0000424	11122	LAM	U+121F4	
LAK190	o0001906	11127	|LAM×KUR|	U+121F5	
LAK191	o0000021	24088	3(AŠ@t)	U+1244B	
LAK192			Sequence eš-bar
LAK193	o0000048	24092	5(AŠ@t)	U+1244D	
LAK194	o0000438	11523	LUM	U+1221D	
LAK195	o0000229	6211	GUR₇	U+12126	
LAK195	o0000320	10296	LAK195	U+12126	
LAK196	o0002829	18309	ŠA₆	U+122B7	
LAK197	o0000536	17846	SUM	U+122E7	
LAK198	o0018582	17848	|SUM×DIŠ|		
LAK199	o0002831	18578	ŠE	U+122BA	
LAK200	o0002709	18647	|ŠE&ŠE|	U+12532	
LAK201	o0002714	18595	|ŠE.HU|	U+122BB	
LAK202	o0025729	10303	LAK202		
LAK203	o0025822	10304	LAK203		
LAK204	o0002726	18616	|ŠE.NUN&NUN|	U+12301	
LAK205	o0221917	10306	LAK205		
LAK206	o0000425	11194	LI	U+121F7	
LAK207a	o0025824	10309	LAK207a		
LAK207	o0000634	18650	|(ŠE&ŠE).HUB₂|	U+12533	
LAK208	o0000298	14987	REC145	U+121AE	
LAK209	o0000470	13183	NAGA	U+12240	
LAK210	o0000323	10312	LAK210	U+124E2	
LAK211	o0000556	19804	TU	U+12305	
LAK212	o0000105	1373	ASAL₂~a	U+12037	
LAK213	o0000325	10315	LAK213		
LAK214	o0000256	7565	IN	U+12154	
LAK215	o0000524	16380	SAR	U+122AC	
LAK216	o0002335	16383	|SAR×ŠE|	U+12535	
LAK217	o0027644	16385	|SAR×ZIZ₂|		
LAK218	o0002673	23914	|ZU&ZU.SAR|	U+12542	
LAK219	o0000326	10321	LAK219	U+124E3	
LAK220	o0000327	10322	LAK220	U+124E4	
LAK221	o0000476	13163	NA₂	U+1223F	
LAK222	o0000328	10324	LAK222		
LAK223	o0027607	6692	|HI.SUHUR|	x1212D.x122E6	
LAK224	o0027612	7358	|IGI.SUHUR|	x12146.x122E6	
LAK225	o0000329	10327	LAK225	U+124E5	
LAK226	o0000537	17856	SUMAŠ	U+122E8	
LAK227	o0000535	17789	SUHUR	U+122E6	
LAK228	o0000330	10330	LAK228	U+124E6	
LAK229	o0000500	14085	PAP	U+1227D	
LAK230	o0002231	14100	|PAP.PAP|	x1227D.x1227D	
LAK231	o0000331	10333	LAK231		
LAK232	o0000124	2403	BU	U+1204D	
LAK233	o0000126	2434	BU@g		
LAK234	o0025731	10337	LAK234		
LAK235	o0000463	12121	MUŠ	U+12232	
LAK236	o0002021	12149	|MUŠ%MUŠ|	U+12238	
LAK237	o0000144	2981	DIN	U+12077	
LAK238	o0000332	10342	LAK238	U+124E7	
LAK239	o0000333	10343	LAK239		
LAK240	o0245336	10344	LAK240		
LAK241	o0000334	10345	LAK241		
LAK242	o0000437	11508	LUL	U+1221C	
LAK243	o0000437	11508	LUL	U+1221C	
LAK244	o0000335	10348	LAK244		
LAK245	o0000501	14159	PEŠ₂	U+1227E	
LAK246	o0000336	10350	LAK246		
LAK247	o0000337	10351	LAK247		
LAK248b	o0025828	10355	LAK248b		
LAK248@g	o0025826	10353	LAK248@g		
LAK248	o0000215	5743	GIR₃	U+1210A	
LAK248	o0000286	8567	KIŠ	U+121A7	
LAK249	o0001352	5758	|GIR₃×IGI|	U+1210D	
LAK250	o0027597	6542	|HA@g×IGI.LU|	X.x121FB	
LAK251	o0001351	5756	|GIR₃×GAN₂@t|	U+1210C	
LAK252	o0000339	10359	LAK252		
LAK253	o0000101	1234	ANŠE	U+12032	
LAK254	o0021775	1247	|ANŠE×SAL|		
LAK255	o0001353	5762	|GIR₃×PA|	U+1210F	
LAK256@g	o0025829	10364	LAK256@g		
LAK256	o0025860	10363	LAK256		
LAK257	o0000503	14222	PIRIG	U+1228A	
LAK258	o0027638	14231	|PIRIG×PA.LAGAB|	X.x121B8	
LAK259	o0002244	14233	|PIRIG×UD|	U+1228C	
LAK260	o0027640	14232	|PIRIG×ŠE|		
LAK261	o0002245	14235	|PIRIG×ZA|	U+1228D	
LAK262@g	o0025831	10371	LAK262@g		
LAK262	o0000340	10370	LAK262		
LAK263	o0000341	10372	LAK263		
LAK264	o0000136	2762	DARA₃	U+12070	
LAK265	o0000342	10375	LAK265	U+124E8	
LAK266	o0000343	10376	LAK266	U+124E9	
LAK267	o0000097	1118	AMAR	U+1202B	
LAK268	o0000795	1126	|AMAR×ŠE|	U+1202C	
LAK269	o0000530	16613	SILA₃	U+122E1	
LAK270	o0000482	13494	NIM	U+1224F	
LAK271	o0000482	13494	NIM	U+1224F	
LAK272	o0002081	13497	|NIM×GAN₂@t|	U+12250	
LAK273	o0000275	8180	KASKAL	U+1219C	
LAK274	o0000513	15011	REC169		
LAK275	o0001584	8182	|KASKAL.GA|	x1219C.x120B5	
LAK276	o0001363	5925	|GIŠ%GIŠ|	U+12112	
LAK277	o0001405	5919	|GIŠ×(GIŠ%GIŠ)|	U+124CB	
LAK278a	o0001124	4322	|EŠ₂%EŠ₂|	U+124AC	
LAK278b	o0001136	4328	|EŠ₂@g@t%EŠ₂@g@t|		
LAK279	o0000431	11323	LIŠ	U+121FA	
LAK280	o0000175	4224	ERIN₂	U+1209F	
LAK281	o0000516	15966	RU	U+12292	
LAK282	o0000547	19544	TAK₄	U+122FA	
LAK283a	o0025775	10395	LAK283a		
LAK283	o0000605	22823	ZAG	U+12360	
LAK284	o0000564	21699	UB	U+12312	
LAK285	o0000193	4735	GAD	U+120F0	
LAK286	o0000346	10398	LAK286		
LAK287	o0000347	10399	LAK287		
LAK288	o0001190	4743	|GAD.TAK₄.SI|	x120F0.x122FA.x122DB	
LAK289	o0000572	22047	UMBIN	U+12322	
LAK290	o0000113	1606	BA	U+12040	
LAK291	o0000614	23909	ZU	U+1236A	
LAK292	o0002674	23910	|ZU.AB|	x1236A.x1200A	
LAK293	o0000531	17656	SU	U+122E2	
LAK294	o0002371	17662	|SU.KUR.RU|	x122E2.x121B3.x12292	
LAK295	o0002743	18877	|ŠID×A|	U+122C4	
LAK296	o0000104	1342	ARKAB₂	U+12036	
LAK297	o0000104	1342	ARKAB₂	U+12036	
LAK298	o0000348	10410	LAK298		
LAK299	o0002459	20112	|U.GUD|	U+1230C	
LAK300	o0002459	20112	|U.GUD|	U+1230C	
LAK301	o0000308	10015	LAGAR@g	U+121EF	
LAK302	o0000308	10015	LAGAR@g	U+121EF	
LAK303	o0001853	10007	|LAGAR×ŠE|	U+121ED	
LAK304a	o0000172	3960	ELLES396	U+12361	
LAK304	o0000295	8868	KUŠU₂	U+121B5	
LAK305	o0002500	21777	|UD.KUŠU₂|	U+12314	
LAK306	o0000307	10000	LAGAR	U+121EC	
LAK307	o0000518	16046	SAG	U+12295	
LAK308	o0002277	16066	|SAG×HA|	U+12299	
LAK309a	o0025837	10424	LAK309a		
LAK309a	o0031737	16068	|SAG×IGI|		
LAK309	o0002271	16101	|SAG@g×HA|	U+1252D	
LAK310	o0002285	16090	|SAG×TAK₄@f|	U+12539	
LAK311	o0002276	16063	|SAG×EN|	U+1252E	
LAK312	o0002279	16070	|SAG×KAK|	U+1229A	
LAK313	o0027642	16079	|SAG×NI|		
LAK314	o0002274	16061	|SAG×DU|	U+12297	
LAK315	o0000351	10430	LAK315		
LAK316	o0002466	20121	|U.SAG|	x1230B.x12295	
LAK317	o0000519	16100	SAG@g	U+122A8	
LAK318	o0000260	7808	KA	U+12157	
LAK319	o0001666	7960	|KA×U|	U+12187	
LAK320	o0001630	7885	|KA×GIR₂|	U+12168	
LAK321	o0001668	7962	|KA×U₂|	U+12188	
LAK322	o0001674	7947	|KA×ŠE|	U+12181	
LAK323	o0001676	7950	|KA×ŠU|	U+12183	
LAK324	o0001626	7875	|KA×GAN₂@t|	U+12164	
LAK325	o0001655	7941	|KA×SAR|	U+1217F	
LAK326	o0001638	7896	|KA×IM|	U+1216E	
LAK327	o0027613	7932	|KA×NI₂|		
LAK328	o0001605	7961	|KA×(U.U.U)|	U+124D2	
LAK329	o0018560	21773	|UD.KA.AŠ|	x12313.x12157.x12038	
LAK330	o0001627	7878	|KA×GAR|	U+12165	
LAK331	o0001611	7841	|KA×A|	U+12158	
LAK332	o0000353	10447	LAK332		
LAK333	o0001656	7939	|KA×SA|	U+1217E	
LAK334	o0001648	7910	|KA×ME|	U+12174	
LAK335	o0001671	7973	|KA×ZI|	U+1218C	
LAK336	o0000354	10451	LAK336		
LAK337	o0000439	11350	LU₂	U+121FD	
LAK338	o0001968	11387	|LU₂×DIŠ|	U+1251A	
LAK339	o0001955	11431	|LU₂@g×AŠ|	U+12519	
LAK340a	o0001983	11410	|LU₂×PAP|	U+1251C	
LAK340b	o0001974	11393	|LU₂×HAL|	U+1251B	
LAK340	o0025839	10455	LAK340		
LAK341	o0001961	11411	|LU₂×(PAP.PAP.LU₃)|	U+1251D	
LAK342	o0001984	11419	|LU₂×TAK₄|	U+1251E	
LAK343	o0000355	10460	LAK343	U+124EA	
LAK344	o0001967	11383	|LU₂×BAD|	U+121FF	
LAK345	o0001957	11436	|LU₂@s×BAD|	U+12389	
LAK346	o0000109	1502	AŠGAB	U+1203F	
LAK347	o0000356	10464	LAK347	U+124EB	
LAK348	o0000357	10465	LAK348	U+124EC	
LAK349	o0000358	10466	LAK349		
LAK350@90	o0025733	10468	LAK350@90		
LAK350	o0000592	22652	UZU	U+1235C	
LAK351	o0000232	6523	HA	U+12129	
LAK352	o0000234	6543	HA@t	U+1212A	
LAK353	o0000233	6537	HA@g	U+1212B	
LAK354	o0000235	6545	HA@t@g	U+124CE	
LAK355	o0027565	9841	LA₂@t		
LAK356	o0002812	19119	|ŠU₂.AN|	x122D9.x1202D	
LAK357	o0002811	19123	|ŠU₂.AN.HI×GAD|	x122D9.x1202D.x12132	
LAK358	o0002807	19132	|ŠU₂.(E₂×AN)|	U+12537	
LAK359	o0000237	6681	HI	U+1212D	
LAK360	o0001443	6682	|HI.A|	x1212D.x12000	
LAK361	o0001447	6698	|HI×AŠ|	U+1212E	
LAK362	o0000624	6699	|(HI×AŠ)&(HI×AŠ)|	U+124CF	
LAK363	o0025841	10481	LAK363		
LAK364	o0000490	13886	NUNUZ	U+1226D	
LAK365	o0027609	6712	|HI×HAL|		
LAK366	o0001453	6707	|HI×BAD|	U+12130	
LAK367	o0001462	6718	|HI×NUN|	U+12134	
LAK368	o0001461	6723	|HI×NUN.ME|	x12134.x12228	
LAK368@s	o0000360	10487	LAK368@s		
LAK369	o0000361	10488	LAK369		
LAK370	o0001452	6702	|HI×AŠ₂|	U+1212F	
LAK371	o0001449	6704	|HI×AŠ₂.HI×AŠ₂|	x1212F.x1212F	
LAK372	o0001464	6730	|HI×ŠE|	U+12135	
LAK373	o0000550	19616	TE	U+122FC	
LAK374	o0002414	19622	|TE.ME|	x122FC.x12228	
LAK375	o0002412	19617	|TE.A|	x122FC.x12000	
LAK376	o0000254	7488	IM	U+1214E	
LAK377	o0000486	13373	NI₂	U+1224E	
LAK378	o0001549	7511	|IM×TAK₄|	U+1214F	
LAK379	o0000565	21744	UD	U+12313	
LAK380	o0025842	10499	LAK380		
LAK381	o0002516	21822	|UD@s×BAD|	U+1231B	
LAK382	o0000551	19625	TE@g	U+122FD	
LAK383	o0000363	10502	LAK383	U+124ED	
LAK384	o0000364	10503	LAK384	U+124EE	
LAK385	o0002850	19117	ŠU₂	U+122D9	
LAK386	o0000365	10505	LAK386		
LAK387	o0000366	10506	LAK387		
LAK388	o0000367	10507	LAK388		
LAK389	o0000224	6151	GUL	U+12122	
LAK390	o0000368	10509	LAK390	U+124EF	
LAK391	o0000455	11850	MI	U+1222A	
LAK392	o0000156	3199	DUGUD	U+12082	
LAK393	o0002015	11853	|MI.ZA₇|	U+1251F	
LAK394	o0000212	5651	GIG	U+1237C	
LAK395	o0038384	10514	LAK395		
LAK396	o0002815	19128	|ŠU₂.DUG×NI|	U+12536	
LAK397	o0027760	19131	|ŠU₂.E₂|	x122D9.x1208D	
LAK398	o0000498	14040	PAD	U+1227B	
LAK399	o0038386	10518	LAK399		
LAK400	o0000527	16533	SIG	U+122DD	
LAK401	o0002473	20132	|U.UD|	x1230B.x12313	
LAK402	o0002472	20133	|U.UD.KID|	x1230B.x12313.x121A4	
LAK403	o0000090	247	AB₂	U+12016	
LAK404	o0000763	254	|AB₂.ŠA₃|	x12016.x122AE	
LAK405	o0027588	256	|(AB₂.ŠA₃)&(AB₂.ŠA₃)|		
LAK406	o0000770	290	|AB₂×TAK₄|	U+1201B	
LAK407b	o0002456	20109	|U.GAN|	x1230B.x120F6	
LAK407	o0025844	10526	LAK407		
LAK408	o0000370	10528	LAK408		
LAK409	o0000371	10529	LAK409		
LAK410	o0000372	10530	LAK410		
LAK411	o0002477	20124	|U.ŠA|	x1230B.x122AD	
LAK412	o0002457	20105	|U.GA|	x1230B.x120B5	
LAK413	o0002461	20114	|U.KA|	x1230B.x12157	
LAK414	o0002446	20095	|U.AD|	x1230B.x1201C	
LAK415	o0038388	10535	LAK415		
LAK416	o0025846	10536	LAK416		
LAK417	o0000456	11881	MIN	U+1222B	
LAK418	o0002442	20143	|U&U.SUR&SUR|	U+1230F	
LAK419	o0000635	18622	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAD&GAD.GAR&GAR|	U+12304	
LAK419	o0002441	20142	|U&U.PA&PA.GAR&GAR|	U+1230E	
LAK420	o0027646	20141	|U&U.GAR₃&GAR₃|	X.X	
LAK421	o0000247	7318	IGI	U+12146	
LAK422	o0001510	7356	|IGI.RI|	U+12148	
LAK423	o0001511	7357	|IGI.RU|	x12146.x12292	
LAK424	o0001492	7329	|IGI.ERIN₂|	x12146.x1209F	
LAK425	o0038390	7361	|IGI.UD|	x12146.x12313	
LAK426	o0221938	7334	|IGI.GAN₂@t|	x12146.x120F8	
LAK427	o0001489	7326	|IGI.DUB|	x12146.x1207E	
LAK428	o0001516	7362	|IGI.UR|	x12146.x12328	
LAK429	o0031712	7339	|IGI.KID|	x12146.x121A4	
LAK430	o0038392	7354	|IGI.NISAG|	x12146.x12260	
LAK431	o0025848	10551	LAK431		
LAK432	o0001487	7323	|IGI.DIB|	U+12147	
LAK433	o0018571	10553	LAK433		
LAK434	o0001495	7330	|IGI.EŠ₂|	x12146.x120A0	
LAK435	o0001497	7335	|IGI.GAR|	x12146.x120FB	
LAK436			No drawn sign; some references
LAK437	o0000248	7371	IGI@g	U+1214A	
LAK438	o0000296	8651	KU₃	U+121AC	
LAK439	o0000139	2854	DI	U+12072	
LAK440	o0000279	8276	KI	U+121A0	
LAK441	o0000373	10561	LAK441	U+124F0	
LAK442	o0000309	10061	LAHŠU	U+121F1	
LAK443	o0002828	18281	ŠA₃	U+122AE	
LAK444	o0027544	10564	LAK444		
LAK445	o0027545	10565	LAK445		
LAK446	o0001766	8874	|KUŠU₂×SAL|		
LAK447	o0000502	14179	PI	U+1227F	
LAK448			Sequence PI A
LAK449b	o0025778	10580	LAK449b		
LAK449	o0002142	13887	|NUNUZ.AB₂|	x1226D.x12016	
LAK450	o0000375	10581	LAK450	U+124F7	
LAK451	o0002146	13888	|NUNUZ.AB₂×AŠGAB|	U+1226E	
LAK452	o0001856	10576	|LAK449×(U₂.BA)|	U+124F6	
LAK453	o0000376	10584	LAK453	U+124F5	
LAK453	o0001855	10574	|LAK449×(PAP.PAP.LU₃)|	U+124F5	
LAK454	o0001854	10573	|LAK449×(PAP.LU₃)|	U+124F4	
LAK455a	o0001857	10571	|LAK449×GU|	U+124F2	
LAK455a	o0027620	10578	|LAK449a×GU|	U+124F2	
LAK455	o0001858	10572	|LAK449×IGI|	U+124F3	
LAK455	o0027622	10579	|LAK449a×IGI|	U+124F3	
LAK456	o0027547	10588	LAK456		
LAK457	o0000377	10589	LAK457	U+124F8	
LAK458	o0002456	20109	|U.GAN|	x1230B.x120F6	
LAK459	o0000615	23934	ZUBI		
LAK460	o0000273	8102	KAM₄	U+1219B	
LAK460	o0000379	10592	LAK460	U+1219B	
LAK461a	o0025780	10594	LAK461a		
LAK461	o0000294	8780	KUR	U+121B3	
LAK462	o0000466	12166	MUŠ₃	U+12239	
LAK463	o0000467	12191	MUŠ₃@g	U+1223D	
LAK464	o0000210	5565	GI	U+12100	
LAK465	o0001335	5579	|GI%GI|	U+12103	
LAK466	o0000219	5583	GI₄	U+12104	
LAK467	o0001409	5585	|GI₄&GI₄|	U+12105	
LAK468	o0000609	23794	ZI	U+12363	
LAK469	o0002666	23800	|ZI&ZI|	U+12364	
LAK470	o0000380	10603	LAK470	U+124F9	
LAK471	o0000381	10604	LAK471		
LAK472	o0000588	22205	UR₄	U+12334	
LAK473	o0000558	19873	TUK	U+12307	
LAK474	o0000240	6779	HUB₂	U+12138	
LAK475	o0001473	6781	|HUB₂×AN|	U+12139	
LAK476	o0001477	6785	|HUB₂×UD|	U+1213D	
LAK477	o0001475	6783	|HUB₂×KASKAL|	U+1213B	
LAK478	o0027542	8001	KAB@g		
LAK479	o0000585	22168	UR₂	U+1232B	
LAK480	o0002596	22197	|UR₂×UD|	U+1253D	
LAK481	o0000143	2950	DIM₂	U+12076	
LAK482	o0002597	22192	|UR₂×U₂|	U+12331	
LAK483	o0000382	10616	LAK483	U+124FA	
LAK484	o0000149	3046	DU	U+1207A	
LAK485	o0027593	3054	|DU×KASKAL|		
